"unif","normal","gamma","discrete"
0.783874339803347,-1.84573517665955,0.353824680664579,"T"
0.599930488996252,-0.12831170037718,2.00203736647001,"Z"
-0.87002781191559,-0.472566212976171,1.88424023945597,"J"
0.684299240190194,-0.705192249892021,1.12686886472492,"D"
-0.0109946631372549,-0.177097128545835,0.53862941339741,"Y"
0.508900499337855,0.633120973597203,2.20057853515064,"K"
-0.664317047276789,-2.66871511556646,1.46054461338367,"P"
0.821581118655454,0.761513192397086,0.658211114218372,"L"
0.697833929151594,-0.651377299923371,0.636063664251277,"K"
-0.979707814029992,-2.60295992225127,0.768560020770082,"N"
0.852325126412891,-0.716929262554077,0.370800983532496,"U"
1.73636865929946,-1.32236367378028,0.787241371363255,"U"
1.3715723991711,-0.55326953791721,0.959604650149987,"I"
1.97624439856508,0.0310304982988569,0.561978173330901,"M"
1.8764052864586,1.81848820693834,0.697505663641824,"O"
1.37589240587492,0.348607459093893,2.17492327931459,"L"
-0.144247119926471,-0.605517315656154,0.231046087538306,"V"
0.874750115917733,-1.96135450065097,0.868101216149851,"O"
0.434281387012024,-0.81274814465882,0.204157892756299,"L"
-0.412974464002305,-0.0380467171759486,0.46475538115355,"Z"
0.146952356094519,-4.10068045071844,0.506223220404926,"U"
-0.83837894456129,1.05070109883325,1.30789938408907,"B"
0.354945224782577,-2.21394693353415,0.584655630394812,"W"
1.94601422456586,2.5459054312582,0.984681174297329,"O"
-0.628171898539111,0.557080936475663,0.516210480852085,"S"
-0.641857306221255,-0.182174919833448,1.47188088466279,"M"
1.21556916843004,0.193089605743073,0.880596810514661,"S"
0.761910900391954,-1.6781528176448,1.22122517658869,"Z"
0.414897602961103,0.285261951840714,3.06868875672266,"X"
-0.678619548418401,0.556342338193262,1.44508935313839,"I"
-0.312344303618146,2.511764426167,1.36186768291276,"Y"
1.69989558451003,-1.88938147029534,0.777000128511175,"V"
0.25026061340808,-2.22898866387643,0.0828732866013087,"L"
0.607554987594848,-0.159556187193657,0.577764125344034,"P"
-0.981374450238612,-0.44073096995995,1.04160857592193,"W"
-0.0980748826890966,0.447969168713694,0.76987602232467,"T"
0.310679516526831,-5.8452749909371,1.00494996864617,"T"
0.836446991197273,0.196588487576344,0.860605075882554,"Z"
1.75459422614172,-0.271054171693198,1.19993909316081,"X"
0.877210009887606,1.48165842320531,1.03762690748695,"Q"
1.11799269524532,-1.14514353631473,1.82214968830361,"T"
-0.550498852030218,-0.253205685601402,1.79085045855209,"Y"
1.23819022741015,0.977379762864845,0.144700810059299,"Q"
1.49302097730061,0.651053103628617,0.584393553248464,"W"
0.901177306852937,1.58797929016961,1.24446404559502,"P"
0.314929643367283,-0.0937462267597939,0.66713071889919,"Z"
-0.542281675976484,-1.09994687104478,0.973113557174954,"N"
0.70522884574157,-0.380236530487057,1.10601715236795,"K"
0.584672832755182,-1.37707731689118,2.75077849827864,"B"
1.85428629126078,-2.04177583802286,1.13956883438359,"Y"
0.441077535530048,-0.622920577739998,0.448483379576682,"O"
0.507678690147651,0.724890889821763,0.687025014438805,"L"
0.610634578773229,0.292432217946091,1.24434237767338,"I"
1.45760620119247,-1.01714902138197,1.14294983735577,"S"
-0.82865308573342,-1.26782196369022,2.27635413895475,"N"
1.00826522922365,-2.1034831752202,0.897578523775368,"P"
1.30134988513842,0.349800544530359,2.60227272317596,"V"
1.12434608593281,-0.0631919603854048,1.01120927336247,"C"
1.39060155117559,-0.0720564728272142,1.71898448433031,"P"
0.673282485282348,0.255387638666805,0.837573260664012,"S"
1.89750959597638,1.54522226863922,0.64375238700259,"O"
-0.558529300321008,0.226432169124625,2.25840387522464,"E"
-0.911058998393753,-1.20202649950623,0.773850168892269,"R"
0.781680477874315,-1.67165792543809,1.57369597652905,"R"
-0.657802903772013,-2.42166241271606,0.52987393546207,"Q"
1.85242955025237,1.33686153268926,0.841090769009945,"I"
-0.0228777567239583,-3.06607298604429,0.661159032175912,"W"
-0.419143929538668,0.813213256411487,1.87821167301159,"M"
0.373434946692283,0.623745708878598,0.332133192447997,"U"
1.76120771327926,-1.17614765470441,0.15645555580215,"T"
1.63720748454403,-0.773263117498601,0.631487698285684,"Z"
-0.242152734860409,-0.805899299151877,1.72228785576976,"Z"
0.0440263786080385,-3.22774848558742,1.02337189110421,"Y"
-0.452233805259074,0.520984006572185,0.980648126248983,"D"
1.70538815411298,0.0922663139908064,0.818918821090737,"U"
1.11958448951539,-0.429392547011433,0.998242556538843,"X"
1.17997538468642,-1.42655997199553,0.72581171152145,"H"
1.70026351042912,-0.87264808157127,0.776983381936956,"S"
1.33749140230797,0.154386406511375,2.22321535859704,"Q"
0.797464341812877,-1.524325994674,0.442724810910919,"Z"
-0.126624265306375,0.0905658987079978,0.806902894307191,"M"
-0.545814206777704,-3.05451916116986,2.37647052715244,"R"
0.00552397744830468,-0.948524439449121,1.74154018168376,"F"
0.972655331473458,-1.21898600536325,1.51043961092064,"W"
-0.779972369102146,0.517944510564785,0.253549163962499,"Z"
-0.834980813781329,0.541154931518147,2.66069933615743,"U"
-0.0304155582364707,-0.273160056058325,0.976885093997593,"T"
0.771445413388958,-0.140666007494155,0.877278626802736,"Q"
1.56169570137693,2.3403017013943,0.240735142419746,"L"
-0.138812724999973,0.724190850040061,2.36314013735942,"X"
-0.480798319555624,-1.94304324785779,0.636145620789021,"Z"
-0.597936382003472,0.459449144790554,1.99069634795897,"Y"
1.98396148593288,2.39537015119836,0.384158746071874,"D"
-0.461506391591824,-3.62789846318016,1.01349431759159,"R"
-0.0473595309184125,1.31557555735677,1.2235186597768,"D"
0.704874213977322,-3.10302331170559,0.877120155554753,"X"
-0.971954276499266,-1.06971617607107,2.80623985268718,"T"
1.70194586346528,0.69615312914181,0.655494405077859,"Q"
1.93172429276776,-1.77551940748267,0.252967227181807,"P"
0.670684037410505,0.553843336002401,0.315137758849292,"I"
-0.74567846981743,-1.28650415394868,1.1498813742246,"M"
-0.00099260281269975,1.26521867515739,0.55774744162505,"F"
1.18528602910902,0.976282106083623,0.687541669872406,"V"
-0.572693879974548,0.551361596373407,0.264834566666115,"R"
0.657406818492636,3.04865294326006,0.765469360790645,"X"
-0.180870220948943,-0.68259261300023,0.232881948218091,"T"
1.92348541426178,0.694892299997428,1.07995660323498,"X"
1.00336071843511,0.244214389371392,1.82694148321729,"S"
-0.233040140697581,-0.585043574736394,0.258951883767488,"Z"
-0.675065517451814,-1.21103133518853,0.228355135959079,"Z"
1.32854216952165,-1.70725058625006,0.530723855429914,"N"
1.34743397780061,1.53669588716059,0.65694762292148,"Q"
1.28481174292248,-1.00025366064987,1.06617376709337,"R"
1.74320933980797,-3.6854303736394,0.573686625288142,"Z"
0.975868345827268,0.00129689634851323,0.447934065821976,"Y"
0.705102744718797,-1.83007902872807,3.37605980969485,"Q"
-0.394732922641065,-1.6157455519043,1.77009183845935,"L"
1.09488912665528,0.305175737354125,0.0945343140671111,"Y"
1.85658622944643,-1.87429829189981,1.13415943545937,"O"
1.66988986142602,-0.980305823361319,1.22800843949224,"P"
1.98070208858952,-0.161021769899367,0.459042917860747,"W"
1.45611053061178,-1.78950244997261,0.748704565869312,"N"
0.63536649853916,-0.220258476840388,2.83377479738848,"Q"
0.353762164892295,0.443163739807442,0.757685056446787,"X"
1.67167156378657,0.982206373889963,0.214230219225794,"S"
1.91979437335601,0.928717517663683,1.74074418769673,"E"
0.780233988706909,-1.32590438534513,0.594016898003604,"W"
0.0982234931614125,-0.608912470944013,0.15875044457845,"Y"
-0.0307159211012515,-2.35860734389219,1.43074530243668,"T"
1.61426976514609,-1.90722892113966,0.186350692802198,"S"
-0.353097811034813,-0.834528472823714,0.773663767330093,"U"
1.20483556568659,-0.290475088953058,0.912610010718106,"M"
0.0968572621015569,-0.316589848611757,0.601955438450834,"Q"
1.40480779550828,2.68553783289033,0.804388597715284,"V"
1.34820677592613,1.63447892915837,0.688427044512163,"L"
1.10406613771008,-2.61414760988415,0.813699368733646,"K"
0.868329759809597,-2.52129877018663,0.148352068743139,"W"
0.481047937241336,-3.72178255646541,0.859976658890521,"X"
1.52161310035547,-0.522128167706892,2.08743173515423,"O"
1.13629096083094,0.0453468352099726,0.839987619039753,"W"
0.331726944247557,-2.67434991329508,0.903448289400788,"N"
-0.906895416600002,1.40859261781931,0.753935195517463,"K"
0.0897192805807941,-1.38779445972087,0.876254103374817,"Y"
1.19216537423102,-2.29328561250046,0.293760168710681,"R"
0.426699719250925,-2.63869210015703,0.527735293787884,"M"
0.033250910366008,-1.12175726529828,0.944410426561348,"O"
0.922641304988056,-1.38932900575839,0.329624553160384,"N"
-0.621384035156802,-0.185907818696114,0.491686077359405,"U"
-0.485604217107251,-1.84487092295281,0.358283025272261,"N"
1.21125948106556,-2.70967462019847,0.555850529549189,"Y"
-0.618911819282793,-1.14732427327407,1.55141804975335,"V"
0.10894962483988,1.15652735479047,1.21121934934453,"X"
0.813002014508079,0.833736241109311,0.612821850050477,"T"
-0.690686683433058,-0.741705362366088,0.833225420743895,"X"
1.40712254701163,-2.07730840635506,0.288626316391836,"R"
1.83665970752637,-0.0674347284271019,2.9553388685125,"L"
1.93711645980181,-1.4299896315818,1.29508683354535,"S"
1.64369673901678,-0.979342099760347,3.27536659759707,"Z"
0.883045764391926,-1.35718302661968,1.46551718507444,"S"
1.791459600208,-0.264502435329966,0.173031863178013,"T"
1.17436985930732,-1.68723321421683,0.672919820603875,"U"
1.15003365816607,1.08644977480692,1.24028800677068,"W"
-0.876764300247448,-0.392182940944447,0.962924187495706,"O"
0.318445325502425,-1.28694101889271,0.150760812840715,"E"
-0.153790650651737,0.681947024706422,0.277208168974468,"Z"
0.00498790667578186,2.36613914091577,1.23248512659298,"Y"
-0.749418978866799,-1.31962442041039,1.08614428134456,"W"
1.28254744117216,0.269623216700488,1.6091286413655,"S"
0.527817341491862,2.66167772919006,1.02087792942146,"R"
0.983142252825357,1.06591698324298,0.300276849089703,"T"
0.890943327452844,1.02310818671878,0.184738814449223,"P"
0.112780482372582,1.68989122237794,1.53457433703459,"Y"
0.340220455192534,-1.51328221765503,0.552444615818938,"V"
0.24532466059278,0.623776901386296,0.451604589199531,"Y"
0.44116552404022,0.533457784490413,0.844341105386933,"Y"
1.9499707201654,0.160399587503094,1.11425265641617,"U"
0.120271122060612,2.38679998002294,0.498498485973322,"I"
-0.962779054816859,-0.914969190915481,0.400154703732904,"E"
1.76571001339709,0.836147434259676,0.504025486896892,"F"
1.61982821103262,0.116806031060836,1.46174227591489,"Q"
0.0552404647627662,-3.61792684055326,0.617685768264753,"Z"
0.890399337506876,-0.16045515912244,0.0670991585718149,"J"
0.0734808780250732,-0.630660454945999,0.222120938285865,"W"
-0.361540187054605,-1.08182934795076,0.0584441166513054,"Y"
-0.330042330632043,-0.129332425763396,1.06928833232322,"V"
0.258691375192483,1.18957873320591,0.564091380236861,"O"
-0.7812693367658,-0.0515240966869301,0.26689439223205,"Y"
0.952517210410077,-0.318242292002689,2.27350962558248,"S"
1.26705844685281,-1.61070353417108,2.32240520902095,"J"
1.79630367893544,-0.735648705269978,2.68988516773333,"N"
0.129212478745994,-0.125817177271326,0.949348475751876,"X"
-0.1092181496514,-2.37147938457685,1.71888208677335,"S"
0.11583293748245,3.64576611977435,0.931762936799536,"X"
1.4830980764109,0.37160998093091,0.753793351124326,"W"
1.70341860575088,0.502732253808709,0.627251219218887,"S"
0.281911354572489,0.0989881554693644,1.20098712617379,"U"
-0.993431707530635,0.250724350231558,0.887193131423537,"S"
-0.874104266305989,-0.913660592984458,1.24384275355879,"T"
-0.574637850511706,-2.07744178919782,0.529573656389595,"X"
0.7947115553155,0.794597290885937,2.5408057414055,"L"
-0.680618433964417,1.23088336091834,0.644329189829023,"U"
-0.108523041477046,-2.58808111623963,2.43172030593417,"C"
-0.824824030263602,0.0870571726328967,1.21325439085195,"P"
0.863974580754085,1.27291615899885,0.808467052503753,"J"
-0.93195857162565,-0.0573800603206401,0.910087343994056,"H"
1.56516405839497,-1.82157063830235,1.58829895023303,"Y"
-0.0809883914011827,-3.06841088670688,1.08307122022508,"W"
1.27635033426171,2.29570159319876,1.96463111577746,"Z"
0.689825330419598,-0.309828220509542,0.711999402497657,"Z"
-0.885507453464056,-2.61062681861484,0.506039999155959,"G"
0.696550172179514,-2.40349138411009,0.545009660125617,"R"
0.976620465944626,-0.494360228306756,0.370649742357582,"O"
-0.450200951821967,0.33088187715958,1.72477861741075,"T"
1.39223392427342,-1.75826438213043,1.21184929251946,"O"
0.837102288406847,-1.68266027677682,0.258781924049063,"T"
0.666960153349211,-1.25606407712295,1.30787288314543,"Z"
0.888474633867153,-0.191817719111031,0.933372341570688,"I"
1.05854022599331,1.7941010117259,1.63426246086102,"Q"
-0.27885238743164,0.799781068252448,0.456623050747347,"P"
1.36378336393862,-0.0304803065287096,1.46756643604534,"X"
1.56943237117871,1.11481096576918,0.596579689703296,"W"
1.18338804679586,-0.0513942056084354,0.337319970332431,"Q"
1.07703543024788,2.34051973832776,1.34138183439094,"H"
0.417052817210554,0.0447660213166785,1.22136708767608,"M"
1.5706188258035,0.0815116836663975,0.655914401036039,"X"
0.994230001712918,-1.22862911642421,3.08112067226268,"Z"
0.000127826825973565,-1.49034425306642,1.43656931479094,"W"
0.55443649776894,-0.46466358441117,1.16228804265697,"U"
0.184065750335518,-1.58399329051156,0.419495648658166,"Z"
-0.906851204930916,-0.978027394367021,0.549519950580718,"R"
0.730519529399363,0.975269094014747,1.50236074988835,"X"
1.55075523604658,-0.233919920923101,0.423731702993568,"X"
1.85446659552094,0.330665466795049,0.946215066778637,"I"
1.0489363913248,-0.464743121171908,0.852573978260964,"D"
-0.771512355411916,-0.913390450651523,0.702920523859902,"O"
0.230233828317461,0.0306539409949595,0.356143535539047,"X"
-0.87429580368479,-1.06165490028917,0.811866745267036,"R"
-0.477439505273862,-1.23572538721802,1.25904932442206,"L"
0.69620601669426,1.81154497491691,0.963414965041707,"X"
-0.481326488200419,-4.09625596420822,0.759290734614936,"R"
0.699831433833339,-0.926661025889439,2.96384038039703,"Z"
0.542012758848623,-0.405373191564042,0.411466964334774,"O"
1.60661266264213,2.18196944868362,0.733326192030764,"O"
1.16104174379286,-2.39840080640182,0.353877300632328,"O"
1.7107740412109,-0.657141684600656,1.11293521173878,"C"
-0.167155005299884,-1.03176306210406,0.969391226266962,"R"
-0.230003703455536,0.73416306064806,0.69814251004683,"I"
1.09910978858423,0.0793805337835786,1.97251027342585,"J"
1.70470668874682,1.08580499682119,0.781327428112167,"S"
1.95107697536473,-1.52568473364651,0.501077743266002,"Y"
0.922738437278735,1.51477368629341,1.35692606060114,"W"
-0.00997783439436717,-0.452180039646453,0.624071210139362,"F"
0.82002564868748,-1.04601493446066,0.785801808494499,"O"
1.46647936572767,-0.575809534323159,0.937352478754399,"W"
0.883895196383485,-0.978946702730242,0.0104671640252563,"H"
-0.646230827497869,-2.83001350914659,1.34979837376234,"X"
-0.142366979946531,0.566668599047234,0.794878205403202,"Z"
1.96024164601359,0.290569676432446,1.4810516961289,"Z"
0.295402545472773,3.4566868160558,0.498696350477047,"R"
0.722703241349193,-0.826318220735714,0.421363546901365,"I"
0.58172623002269,-0.641652211612166,1.29880408525899,"Y"
-0.407040851867462,-3.11320644589245,0.88462770793696,"Y"
-0.502874703325498,0.389137669826003,0.8925218798201,"V"
0.502971373766596,1.64677562838185,1.77154592392675,"R"
1.97061218025594,-3.12755892168804,0.727428110507405,"U"
0.18197543392594,-0.244554657010568,1.27243154403019,"X"
1.14203979582984,-1.31386927536017,0.189966239784595,"U"
-0.472287191730182,-0.0671280164851882,0.042061557881938,"Z"
-0.787911463748672,0.974226743864657,0.799500613466775,"S"
-0.527130741062508,-0.242596427021007,1.06392157976201,"R"
-0.515325959473492,-0.931328673926162,1.79692166717987,"W"
-0.149088753213582,-0.538023353094153,0.50789197959113,"Z"
0.610118076692198,-0.591869449799472,0.609436151482101,"R"
1.31971614467963,0.886664301015049,0.476333582300821,"K"
1.64103074383161,-2.03416055704271,0.360354042879249,"O"
0.912174340872216,-1.59655001387781,0.753101065148756,"M"
1.55780672076366,0.933336898941183,0.799294913851908,"F"
0.793866114573281,0.993989455368629,0.453154096761635,"P"
1.08153998090619,-0.299943556708817,1.05576306554636,"S"
0.611530019439804,0.570761156792565,0.980232336707449,"Z"
1.66769025039709,-1.01301617281882,1.22025545281856,"Y"
-0.843200721229541,-1.71055746270922,1.94673634523222,"N"
1.3495511023789,-0.26611510782031,0.348231882628615,"X"
-0.564480192694923,2.36316948713678,0.0675385602916417,"K"
-0.823904722036158,-1.13450934262887,0.583469673106092,"Z"
-0.823016257433385,0.639478798139444,0.555535415317784,"T"
-0.844086310395924,-0.0882611438803948,0.0719962637507311,"V"
0.547958265324757,-0.227490882014478,1.30696093771556,"T"
0.21498866029794,-0.555474222313879,0.780233683675578,"O"
1.99894878131058,-0.398131463928864,1.67624294671864,"Q"
-0.674289968342067,-0.0995401526901985,0.174697143220785,"L"
-0.0178470925156566,-0.756201546046434,0.63314245016645,"R"
1.99348979617431,-0.53369131026714,1.00747500892649,"X"
0.203343175214148,1.57449587327939,0.907617167330451,"Z"
1.65000729941938,0.151655777653349,1.13196568746783,"Z"
0.707415741582301,-0.302906949161127,0.949388823268942,"R"
1.85972266893325,0.348487516410737,0.354707078762332,"P"
1.65616173246571,-0.103198897524502,0.486250118866429,"L"
1.33785677474583,-0.761447229128131,0.742916413612543,"J"
-0.904575810891483,0.377626419252587,0.455844504002907,"J"
1.88785558935043,-0.572690753828575,0.467422949035181,"I"
0.558906332694208,-2.10705300718263,0.238694939556903,"Q"
-0.376626965638017,0.122650837572371,0.699003146768394,"V"
1.62529342021595,-1.76793558434937,1.29817326966369,"Z"
-0.327545562992213,-1.97108653625088,1.37221474724875,"X"
-0.584022020389271,0.138295887096788,1.33276187602717,"R"
1.17571786251861,1.74785493270781,1.27871713368485,"T"
1.92136672852249,-1.14173916495803,1.06313813141281,"K"
0.606445629786043,-1.18736058400624,2.17261224739127,"J"
0.334393994001472,-1.04023485630354,0.151317633159663,"X"
-0.93366646594447,-0.562079809422308,0.533499829164313,"U"
0.817965020946484,-2.50695260292646,0.801635430326923,"N"
1.89438957187004,2.64670117115754,1.11643403438883,"U"
1.90277444290081,0.731571934161873,0.522466046757169,"U"
1.79008642778162,-0.0944931113909422,0.433029523437358,"S"
-0.445960504011903,1.42439987031179,0.664546841755545,"N"
0.868886475084323,1.11801032698061,2.82521533765408,"Q"
0.238888009289396,1.0047105430674,0.612670340228454,"N"
0.0891836066164516,-0.797112439435352,0.860558409118113,"M"
-0.890191175965475,0.0111290276946458,1.52425494760419,"T"
1.60444612871563,1.57788231428381,0.347043276359056,"U"
1.01848463788445,3.22218763431348,0.869487661464115,"K"
-0.737585157814829,-2.40210357556562,0.139171790337994,"S"
1.66089781770918,-2.2319014480845,1.31617489414197,"S"
1.34739365229619,-2.12014472473639,0.73166113589329,"L"
-0.0480867662111192,0.41179327931422,1.53655137663741,"Y"
1.45494136216102,-0.346947331561503,0.877898416531376,"R"
0.522665204727045,-1.41692251219364,1.73482263575811,"O"
-0.936420094695796,-0.183924421241517,1.83515561825538,"J"
0.300565274686345,-2.65486090515818,0.983938852216582,"I"
0.338939167861382,-3.08658961848775,0.605082623291773,"S"
-0.283540031778311,-1.84535625604627,0.437368741496446,"P"
1.49073719552323,-2.46906905988835,1.38579948921824,"M"
1.23429252983916,2.18850879497041,0.171542333477843,"Y"
0.759437002880497,-1.5228219582367,0.950159816747565,"Z"
0.478603557696446,0.333816139578437,0.850971823546739,"X"
0.462067639523579,-0.656977362271649,1.17283447668195,"Q"
-0.199777912231239,1.85911411863371,0.0697382651961998,"X"
0.815033304319151,-1.0000256401241,1.17521053591527,"D"
1.26063116297086,2.27559670241485,0.0346785652962456,"N"
-0.188247316140299,-1.24511740679736,0.651015143681236,"X"
0.566909849397428,-0.209803649270191,0.591956101033851,"S"
-0.705014409359317,-3.10970569628384,0.847205663110138,"T"
1.14091002490844,1.04908482360379,0.685616588541528,"N"
1.65212178204795,-1.8216675989719,2.29891891436655,"W"
0.70116326368401,-1.63379326343436,2.66066971520238,"P"
1.9834447366917,-1.92503830219442,1.90819073321317,"J"
-0.463780689212326,0.090838394369013,0.877942562074489,"J"
-0.963399741116716,0.29341661328407,0.438567588698459,"P"
0.370995441671242,-0.00124006675662631,4.0928119491046,"C"
1.79525582556485,-0.427603689611515,0.876002783400544,"V"
1.53807406465362,-2.18078149098909,1.51974353609453,"N"
0.41998962821078,-2.0412735098268,1.18487528508985,"U"
1.70766507814321,-0.407017324217334,0.248084860492139,"S"
-0.322013420987906,2.39826725437202,0.325600552043188,"Y"
-0.087538784030241,-0.857503048200989,0.584694251207801,"R"
1.14498164454057,-1.88574608026538,1.36274462503951,"Z"
1.17227445031363,-0.839948440515254,0.309156399754123,"R"
-0.943970681728956,-2.40509521757943,0.871331241803146,"V"
-0.142560689923357,0.0337584962092305,1.44383495469992,"Y"
0.741459005736167,-1.19512909882619,0.27752410345108,"Q"
1.79235989627051,-0.793208619045138,0.817029888582168,"K"
0.0169907050362895,1.58297107244758,0.588620188159845,"Y"
-0.639750630791002,0.984122270928776,0.583283177153462,"L"
0.548818125577256,0.158201894551586,0.992015233090043,"S"
1.097621189934,1.13157060478621,0.0958379070142087,"U"
-0.104077968770575,1.36841490572177,1.51317938671453,"S"
1.58482884583753,-1.94240336132185,1.07862332785742,"O"
1.71742158617862,-1.44709816756778,0.141768806120606,"B"
1.30574975554335,0.254388276505948,1.54406148669656,"V"
-0.216305077787483,-0.860723805137513,0.364850071204571,"L"
1.81536678858995,-1.55637807063239,0.935675275709247,"J"
1.81592736654004,0.0292008401626098,1.34372595236813,"H"
1.23513364132363,0.378398966394786,1.08078184662812,"L"
1.73220512854193,-1.86518576854271,2.21448964024008,"Z"
-0.288325873616394,-3.22333653864813,0.478900019551609,"U"
0.484902056361181,-0.662187389720395,0.294315092699228,"C"
1.4296350164298,-1.62279193000859,0.26414693645817,"V"
1.86369735147649,-0.143975353235863,0.763350911869701,"S"
0.912449763571909,-0.0878317444217488,0.274913220279289,"V"
1.73254925817696,-0.9686632657346,0.393173430324541,"N"
1.0764102535873,-0.889765541545083,3.36583457429208,"U"
-0.871171031952745,-0.589297947056601,0.733847274698613,"R"
1.50076070206397,0.17276461376861,1.10465323369997,"M"
0.109845547929121,0.0243501574414984,2.24582569640611,"Q"
1.809671002704,-1.20502222009668,0.390764135833181,"K"
0.449158625529569,-0.959957725804416,0.788800291007921,"J"
-0.624005178494736,-2.04120327076042,0.811975399369541,"R"
1.89336255127934,-2.37454515919153,1.21202762984604,"L"
-0.94892250707197,1.6092642092414,1.13108687017444,"X"
1.02971229522971,1.83609647597353,0.65417211255042,"K"
-0.578680101367504,-2.84022333332785,0.567214425013467,"X"
-0.534061440150339,-0.755432768494251,1.14620280270312,"M"
0.948673241164638,-1.39003459246473,0.925723476966451,"V"
1.94496264841544,-1.31119971147481,1.10743989839204,"Z"
1.08442224614483,2.00894021268206,0.72129157142903,"W"
1.28592167910846,0.399943128972989,0.866404702028128,"J"
0.275627548408598,-1.52619249314988,3.09270147828339,"P"
-0.583319668099567,-0.00271022247177072,1.20115969106087,"R"
-0.351441090519759,-0.825798687716957,2.58073450611798,"X"
1.29410081719788,-1.67272413210967,0.493093438871941,"W"
-0.836182392536228,-1.07504687022624,0.752235160115102,"L"
0.470368967402353,-0.0808579632008941,1.48176577075584,"V"
-0.457929454884508,-0.100643889758245,0.177750466909747,"C"
0.892774539358675,-1.58592337513326,0.497893292318838,"J"
0.653726100069921,-2.32943854276066,0.509103522529053,"X"
0.70124364345134,-0.0925088234389633,1.23258078664117,"Q"
1.45503492600885,-3.1021674613159,0.239602692352994,"S"
1.81696191141948,-1.04463485965589,0.324792949807297,"J"
-0.421295755406955,-0.351331974576364,0.557277051941047,"Z"
1.13853207287737,-0.461087429713802,1.76134991164523,"X"
1.09381941272169,-1.38234009243278,1.34254230645889,"N"
-0.225110503888706,1.15838044419574,1.26036058374319,"X"
1.74742345870191,-1.35845352611774,1.45776335266673,"T"
0.597074559731495,-2.50955155996237,0.606313964350749,"Z"
0.673893258225039,-2.31202338924447,1.04238558836906,"V"
-0.0316831955045526,-2.73411455199652,4.91721078823601,"T"
0.0158923477956722,2.61277811009767,1.17773489593809,"X"
-0.00309533787514171,0.128589737010949,2.23775580462407,"P"
1.93645461677824,-2.22642959843895,0.35677530338703,"H"
-0.390354413374051,0.576365398882424,3.08495418978025,"S"
1.00107818019424,0.120107914636744,0.944837497438683,"Z"
0.724352800825688,-0.864156906650543,0.547707462155464,"Y"
-0.844074140291351,-0.107412740480143,0.828440368355275,"W"
0.628514307770492,-1.54719346845328,0.175433352492214,"Z"
-0.376152655184107,-1.2519021991275,0.817985554581088,"V"
-0.726729460855346,-0.929638120903634,0.346726879941256,"Y"
1.60956713602679,1.57687024125861,0.753942533859465,"J"
-0.917890661509408,2.42665485481009,1.09757830936058,"J"
1.90587356658874,0.250104377542339,1.39834500188741,"O"
-0.0175003312756296,-0.444820612053934,1.44349422498834,"U"
0.230833873602751,-0.917551192389513,0.381043745068544,"K"
-0.593367354861663,-2.615526136521,2.33517839354462,"X"
